0,0,0

0,0,0
0,0,0
0,0,0

0,0,0
0,0,0
0,4,0

5,0,0
0,-85,0
0,0,0

-24,0,38
0,0,0
0,0,0

0,-15,-42
0,0,0
0,0,0

0,41,0
0,0,0
0,7,-33

22,0,0
0,0,0
0,0,0


0,0,0
-47,0,0
0,0,0

0,-18,-21
0,0,0
0,0,69

0,0,0
0,0,-50
0,0,0

0,0,0
0,0,0
0,0,0

0,0,-43
0,0,0
0,0,0

0,0,0
0,0,0
0,0,0

0,-15,0
-29,0,-44
0,0,0

0,0,0
-12,0,0
0,0,0

25,0,-17
0,-15,0
0,0,0

27,0,0
0,0,0
0,0,0

0,0,0
0,0,0
0,0,0

71,0,0
0,0,0
0,0,0

0,0,-33
72,0,0
0,0,0

0,0,3
52,0,0
0,0,0

0,0,0
0,0,0
0,0,0

0,0,0
0,3,0
0,0,0

35,-42,0
0,0,23
33,0,-26

0,0,0
0,-35,0
0,0,0

0,0,0
0,0,0
0,12,-28

0,0,0
-1,0,0
0,0,-48

0,0,0
0,0,0
0,0,0

-11,0,0
0,0,0
0,-17,0

0,0,0
25,0,-36
-75,0,0

-16,0,0
0,0,0
0,0,0

0,0,0
0,8,0
0,0,31

-30,0,0
0,-37,0
0,0,-8

0,0,0
0,0,61
-9,0,0

5,0,0
0,0,-41
32,0,0

-18,-19,0
0,-26,0
0,0,0

-4,0,-11
0,0,2
0,69,0

0,0,54
7,0,0
0,0,0

0,0,57
0,-23,0
9,0,0

0,0,0
0,0,0
38,0,0

0,0,12
0,-36,-41
0,0,38

0,0,0
0,0,0
0,0,0

-32,0,-31
0,0,44
0,0,12

0,0,0
0,0,0
0,0,0

-58,0,0
0,0,0
0,0,0

0,0,0
0,0,0
0,0,0

0,0,0
0,0,0
0,0,0

37,-14,0
0,0,0
0,0,0

14,0,0
0,0,0
0,0,0

0,0,0
0,37,0
0,0,0

0,-27,0
0,0,14
0,0,0

0,0,0
0,0,0
-1,0,0

0,0,43
0,0,0
0,0,0

0,0,0
0,0,0
0,0,42

-31,0,16
0,0,0
0,0,-16

5,0,0
0,0,0
-21,0,0

0,0,0
0,0,0
28,0,0

0,0,0
0,0,0
0,-14,0

0,0,0
0,0,0
0,28,35

0,49,0
0,0,0
19,0,0

-57,0,0
0,8,0
0,7,0

0,0,11
9,0,0
0,7,0

0,0,0
0,0,0
20,0,0

2,0,0
0,23,0
0,0,0

0,0,-8
0,0,0
0,0,0

0,0,0
0,0,0
0,0,0

10,0,0
0,0,0
0,0,0

0,0,0
0,-25,-30
0,-39,0

0,0,0
0,-29,0
-27,0,0

0,0,-18
0,0,4
-15,0,0

0,0,0
0,-39,0
0,0,0

0,-45,25
0,0,0
0,0,0

0,0,0
0,0,0
0,0,0

0,0,0
0,12,0
0,0,0

0,0,0
0,0,-24
0,-42,0

0,38,19
0,0,0
-59,-43,26

0,0,0
-59,0,0
-25,0,0

0,-1,-21
0,-33,0
0,0,0

0,0,0
0,0,0
0,0,0

0,0,0
0,-1,0
0,0,-24

0,0,0
0,0,42
32,0,0

0,0,0
0,0,-21
0,0,0

0,0,0
0,0,0
0,0,21

41,27,0
0,0,0
0,0,0

3,0,0
-8,-67,0
0,1,0

0,0,3
0,0,0
0,0,-41

70,0,-37
0,0,0
0,0,0

0,0,0
0,0,0
0,0,0

0,0,-23
40,0,0
0,0,0

-20,0,0
0,0,31
-2,0,0

0,-13,0
0,0,0
0,0,0

0,0,0
0,-8,0
0,13,0

0,0,21
0,0,0
0,0,-7

0,0,0
7,0,0
0,0,0

0,0,0
0,0,0
0,0,0

0,0,-45
0,0,0
0,0,0

0,52,0
-52,0,0
0,0,-19

0,0,0
0,0,0
0,73,20

0,-44,-36
0,7,0
0,0,6

0,0,30
0,0,0
0,0,0

0,0,0
0,5,0
-22,0,0

0,-12,0
0,0,-43
0,0,0

0,0,0
0,9,0
0,0,-20

8,20,0
0,0,0
0,0,0

0,0,0
0,0,0
0,73,0

0,0,0
-16,0,0
0,-2,0

0,0,0
0,0,0
-45,0,0

0,0,-28
0,0,0
0,0,0

0,0,0
0,0,0
-69,0,-7

0,0,0
0,0,0
0,0,0

0,0,0
0,0,0
0,-12,23

0,0,0
0,-37,0
0,0,0

0,0,-27
-24,18,-3
31,0,0

0,0,0
0,-39,0
-44,0,0

0,0,0
0,24,-30
0,0,0

0,0,0
0,0,0
0,0,0

-9,0,0
0,0,-15
0,25,0

0,0,0
0,0,0
0,0,-47

0,0,-18
18,0,0
5,0,0

0,-2,0
-21,0,0
0,0,27

0,0,0
0,0,0
0,0,0

0,0,0
0,0,0
60,6,-45

0,0,0
0,0,-13
10,0,0

14,0,0
0,0,0
0,0,0

0,0,0
0,0,0
0,0,0

0,0,0
0,0,0
-32,12,0

0,0,0
0,0,0
0,0,37

0,54,0
0,0,0
10,0,0

0,0,0
0,0,0
0,0,0

0,0,0
0,0,-13
0,-36,0

0,0,0
12,0,0
0,0,31

0,0,-36
0,0,40
0,0,-52

0,0,22
-1,-15,0
-52,0,-35

0,0,0
0,0,0
-52,0,31

0,0,0
0,-20,0
0,0,0


